F7EE  84 00     STY $00                         A:00 X:78 Y:0D P:26 SP:F9
F7F0  60        RTS                             A:00 X:78 Y:0D P:26 SP:F9
DC5C  C8        INY                             A:00 X:78 Y:0D P:26 SP:FB
DC5D  A9 EF     LDA #$EF                        A:00 X:78 Y:0E P:24 SP:FB
DC5F  85 78     STA $78                         A:EF X:78 Y:0E P:A4 SP:FB
DC61  20 F1 F7  JSR $F7F1                       A:EF X:78 Y:0E P:A4 SP:FB
F7F1  38        SEC                             A:EF X:78 Y:0E P:A4 SP:F9
F7F2  B8        CLV                             A:EF X:78 Y:0E P:A5 SP:F9
F7F3  A9 F8     LDA #$F8                        A:EF X:78 Y:0E P:A5 SP:F9
F7F5  60        RTS                             A:F8 X:78 Y:0E P:A5 SP:F9
DC64  35 00     AND $00,X                       A:F8 X:78 Y:0E P:A5 SP:FB
DC66  20 F6 F7  JSR $F7F6                       A:E8 X:78 Y:0E P:A5 SP:FB
F7F6  90 09     BCC $F801                       A:E8 X:78 Y:0E P:A5 SP:F9
F7F8  10 07     BPL $F801                       A:E8 X:78 Y:0E P:A5 SP:F9
F7FA  C9 E8     CMP #$E8                        A:E8 X:78 Y:0E P:A5 SP:F9
F7FC  D0 03     BNE $F801                       A:E8 X:78 Y:0E P:27 SP:F9
F7FE  70 01     BVS $F801                       A:E8 X:78 Y:0E P:27 SP:F9
F800  60        RTS                             A:E8 X:78 Y:0E P:27 SP:F9
DC69  C8        INY                             A:E8 X:78 Y:0E P:27 SP:FB
DC6A  A9 AA     LDA #$AA                        A:E8 X:78 Y:0F P:25 SP:FB
DC6C  85 78     STA $78                         A:AA X:78 Y:0F P:A5 SP:FB
DC6E  20 04 F8  JSR $F804                       A:AA X:78 Y:0F P:A5 SP:FB
F804  18        CLC                             A:AA X:78 Y:0F P:A5 SP:F9
F805  24 01     BIT $01                         A:AA X:78 Y:0F P:A4 SP:F9
F807  A9 5F     LDA #$5F                        A:AA X:78 Y:0F P:A4 SP:F9
F809  60        RTS                             A:5F X:78 Y:0F P:24 SP:F9
DC71  55 00     EOR $00,X                       A:5F X:78 Y:0F P:24 SP:FB
DC73  20 0A F8  JSR $F80A                       A:F5 X:78 Y:0F P:A4 SP:FB
F80A  B0 09     BCS $F815                       A:F5 X:78 Y:0F P:A4 SP:F9
F80C  10 07     BPL $F815                       A:F5 X:78 Y:0F P:A4 SP:F9
F80E  C9 F5     CMP #$F5                        A:F5 X:78 Y:0F P:A4 SP:F9
F810  D0 03     BNE $F815                       A:F5 X:78 Y:0F P:27 SP:F9
F812  50 01     BVC $F815                       A:F5 X:78 Y:0F P:27 SP:F9
F815  84 00     STY $00                         A:F5 X:78 Y:0F P:27 SP:F9
F817  60        RTS                             A:F5 X:78 Y:0F P:27 SP:F9
DC76  C8        INY                             A:F5 X:78 Y:0F P:27 SP:FB
DC77  A9 70     LDA #$70                        A:F5 X:78 Y:10 P:25 SP:FB
DC79  85 78     STA $78                         A:70 X:78 Y:10 P:25 SP:FB
DC7B  20 18 F8  JSR $F818                       A:70 X:78 Y:10 P:25 SP:FB
F818  38        SEC                             A:70 X:78 Y:10 P:25 SP:F9
F819  B8        CLV                             A:70 X:78 Y:10 P:25 SP:F9
F81A  A9 70     LDA #$70                        A:70 X:78 Y:10 P:25 SP:F9
F81C  60        RTS                             A:70 X:78 Y:10 P:25 SP:F9
DC7E  55 00     EOR $00,X                       A:70 X:78 Y:10 P:25 SP:FB
DC80  20 1D F8  JSR $F81D                       A:00 X:78 Y:10 P:27 SP:FB
F81D  D0 07     BNE $F826                       A:00 X:78 Y:10 P:27 SP:F9
F81F  70 05     BVS $F826                       A:00 X:78 Y:10 P:27 SP:F9
F821  90 03     BCC $F826                       A:00 X:78 Y:10 P:27 SP:F9
F823  30 01     BMI $F826                       A:00 X:78 Y:10 P:27 SP:F9
F825  60        RTS                             A:00 X:78 Y:10 P:27 SP:F9
DC83  C8        INY                             A:00 X:78 Y:10 P:27 SP:FB
DC84  A9 69     LDA #$69                        A:00 X:78 Y:11 P:25 SP:FB
DC86  85 78     STA $78                         A:69 X:78 Y:11 P:25 SP:FB
DC88  20 29 F8  JSR $F829                       A:69 X:78 Y:11 P:25 SP:FB
F829  18        CLC                             A:69 X:78 Y:11 P:25 SP:F9
F82A  24 01     BIT $01                         A:69 X:78 Y:11 P:24 SP:F9
F82C  A9 00     LDA #$00                        A:69 X:78 Y:11 P:A4 SP:F9
F82E  60        RTS                             A:00 X:78 Y:11 P:26 SP:F9
DC8B  75 00     ADC $00,X                       A:00 X:78 Y:11 P:26 SP:FB
DC8D  20 2F F8  JSR $F82F                       A:69 X:78 Y:11 P:26 SP:FB
F82F  30 09     BMI $F83A                       A:69 X:78 Y:11 P:26 SP:F9
F831  B0 07     BCS $F83A                       A:69 X:78 Y:11 P:26 SP:F9
F833  C9 69     CMP #$69                        A:69 X:78 Y:11 P:26 SP:F9
F835  D0 03     BNE $F83A                       A:69 X:78 Y:11 P:27 SP:F9
F837  70 01     BVS $F83A                       A:69 X:78 Y:11 P:27 SP:F9
F839  60        RTS                             A:69 X:78 Y:11 P:27 SP:F9
DC90  C8        INY                             A:69 X:78 Y:11 P:27 SP:FB
DC91  20 3D F8  JSR $F83D                       A:69 X:78 Y:12 P:25 SP:FB
F83D  38        SEC                             A:69 X:78 Y:12 P:25 SP:F9
F83E  24 01     BIT $01                         A:69 X:78 Y:12 P:25 SP:F9
F840  A9 00     LDA #$00                        A:69 X:78 Y:12 P:A5 SP:F9
F842  60        RTS                             A:00 X:78 Y:12 P:27 SP:F9
DC94  75 00     ADC $00,X                       A:00 X:78 Y:12 P:27 SP:FB
DC96  20 43 F8  JSR $F843                       A:6A X:78 Y:12 P:26 SP:FB
F843  30 09     BMI $F84E                       A:6A X:78 Y:12 P:26 SP:F9
F845  B0 07     BCS $F84E                       A:6A X:78 Y:12 P:26 SP:F9
F847  C9 6A     CMP #$6A                        A:6A X:78 Y:12 P:26 SP:F9
F849  D0 03     BNE $F84E                       A:6A X:78 Y:12 P:27 SP:F9
F84B  70 01     BVS $F84E                       A:6A X:78 Y:12 P:27 SP:F9
F84D  60        RTS                             A:6A X:78 Y:12 P:27 SP:F9
DC99  C8        INY                             A:6A X:78 Y:12 P:27 SP:FB
DC9A  A9 7F     LDA #$7F                        A:6A X:78 Y:13 P:25 SP:FB
DC9C  85 78     STA $78                         A:7F X:78 Y:13 P:25 SP:FB
DC9E  20 51 F8  JSR $F851                       A:7F X:78 Y:13 P:25 SP:FB
F851  38        SEC                             A:7F X:78 Y:13 P:25 SP:F9
F852  B8        CLV                             A:7F X:78 Y:13 P:25 SP:F9
F853  A9 7F     LDA #$7F                        A:7F X:78 Y:13 P:25 SP:F9
F855  60        RTS                             A:7F X:78 Y:13 P:25 SP:F9
DCA1  75 00     ADC $00,X                       A:7F X:78 Y:13 P:25 SP:FB
DCA3  20 56 F8  JSR $F856                       A:FF X:78 Y:13 P:24 SP:FB
F856  10 09     BPL $F861                       A:FF X:78 Y:13 P:24 SP:F9
F861  84 00     STY $00                         A:FF X:78 Y:13 P:24 SP:F9
F863  60        RTS                             A:FF X:78 Y:13 P:24 SP:F9
DCA6  C8        INY                             A:FF X:78 Y:13 P:24 SP:FB
DCA7  A9 80     LDA #$80                        A:FF X:78 Y:14 P:24 SP:FB
DCA9  85 78     STA $78                         A:80 X:78 Y:14 P:A4 SP:FB
DCAB  20 64 F8  JSR $F864                       A:80 X:78 Y:14 P:A4 SP:FB
F864  18        CLC                             A:80 X:78 Y:14 P:A4 SP:F9
F865  24 01     BIT $01                         A:80 X:78 Y:14 P:A4 SP:F9
F867  A9 7F     LDA #$7F                        A:80 X:78 Y:14 P:A4 SP:F9
F869  60        RTS                             A:7F X:78 Y:14 P:24 SP:F9
DCAE  75 00     ADC $00,X                       A:7F X:78 Y:14 P:24 SP:FB
DCB0  20 6A F8  JSR $F86A                       A:FF X:78 Y:14 P:24 SP:FB
F86A  10 09     BPL $F875                       A:FF X:78 Y:14 P:24 SP:F9
F875  84 00     STY $00                         A:FF X:78 Y:14 P:24 SP:F9
F877  60        RTS                             A:FF X:78 Y:14 P:24 SP:F9
DCB3  C8        INY                             A:FF X:78 Y:14 P:24 SP:FB
DCB4  20 78 F8  JSR $F878                       A:FF X:78 Y:15 P:24 SP:FB
F878  38        SEC                             A:FF X:78 Y:15 P:24 SP:F9
F879  B8        CLV                             A:FF X:78 Y:15 P:25 SP:F9
F87A  A9 7F     LDA #$7F                        A:FF X:78 Y:15 P:25 SP:F9
F87C  60        RTS                             A:7F X:78 Y:15 P:25 SP:F9
DCB7  75 00     ADC $00,X                       A:7F X:78 Y:15 P:25 SP:FB
DCB9  20 7D F8  JSR $F87D                       A:00 X:78 Y:15 P:25 SP:FB
F87D  D0 07     BNE $F886                       A:00 X:78 Y:15 P:25 SP:F9
F886  84 00     STY $00                         A:00 X:78 Y:15 P:25 SP:F9
F888  60        RTS                             A:00 X:78 Y:15 P:25 SP:F9
DCBC  C8        INY                             A:00 X:78 Y:15 P:25 SP:FB
DCBD  A9 40     LDA #$40                        A:00 X:78 Y:16 P:25 SP:FB
DCBF  85 78     STA $78                         A:40 X:78 Y:16 P:25 SP:FB
DCC1  20 89 F8  JSR $F889                       A:40 X:78 Y:16 P:25 SP:FB
F889  24 01     BIT $01                         A:40 X:78 Y:16 P:25 SP:F9
F88B  A9 40     LDA #$40                        A:40 X:78 Y:16 P:A5 SP:F9
F88D  60        RTS                             A:40 X:78 Y:16 P:25 SP:F9
DCC4  D5 00     CMP $00,X                       A:40 X:78 Y:16 P:25 SP:FB
DCC6  20 8E F8  JSR $F88E                       A:40 X:78 Y:16 P:27 SP:FB
F88E  30 07     BMI $F897                       A:40 X:78 Y:16 P:27 SP:F9
F890  90 05     BCC $F897                       A:40 X:78 Y:16 P:27 SP:F9
F892  D0 03     BNE $F897                       A:40 X:78 Y:16 P:27 SP:F9
F894  50 01     BVC $F897                       A:40 X:78 Y:16 P:27 SP:F9
F897  84 00     STY $00                         A:40 X:78 Y:16 P:27 SP:F9
F899  60        RTS                             A:40 X:78 Y:16 P:27 SP:F9
DCC9  C8        INY                             A:40 X:78 Y:16 P:27 SP:FB
DCCA  48        PHA                             A:40 X:78 Y:17 P:25 SP:FB
DCCB  A9 3F     LDA #$3F                        A:40 X:78 Y:17 P:25 SP:FA
DCCD  85 78     STA $78                         A:3F X:78 Y:17 P:25 SP:FA
DCCF  68        PLA                             A:3F X:78 Y:17 P:25 SP:FA
DCD0  20 9A F8  JSR $F89A                       A:40 X:78 Y:17 P:25 SP:FB
F89A  B8        CLV                             A:40 X:78 Y:17 P:25 SP:F9
F89B  60        RTS                             A:40 X:78 Y:17 P:25 SP:F9
DCD3  D5 00     CMP $00,X                       A:40 X:78 Y:17 P:25 SP:FB
DCD5  20 9C F8  JSR $F89C                       A:40 X:78 Y:17 P:25 SP:FB
F89C  F0 07     BEQ $F8A5                       A:40 X:78 Y:17 P:25 SP:F9
F89E  30 05     BMI $F8A5                       A:40 X:78 Y:17 P:25 SP:F9
F8A0  90 03     BCC $F8A5                       A:40 X:78 Y:17 P:25 SP:F9
F8A2  70 01     BVS $F8A5                       A:40 X:78 Y:17 P:25 SP:F9
F8A4  60        RTS                             A:40 X:78 Y:17 P:25 SP:F9
DCD8  C8        INY                             A:40 X:78 Y:17 P:25 SP:FB
DCD9  48        PHA                             A:40 X:78 Y:18 P:25 SP:FB
DCDA  A9 41     LDA #$41                        A:40 X:78 Y:18 P:25 SP:FA
DCDC  85 78     STA $78                         A:41 X:78 Y:18 P:25 SP:FA
DCDE  68        PLA                             A:41 X:78 Y:18 P:25 SP:FA
DCDF  D5 00     CMP $00,X                       A:40 X:78 Y:18 P:25 SP:FB
DCE1  20 A8 F8  JSR $F8A8                       A:40 X:78 Y:18 P:A4 SP:FB
F8A8  F0 05     BEQ $F8AF                       A:40 X:78 Y:18 P:A4 SP:F9
F8AA  10 03     BPL $F8AF                       A:40 X:78 Y:18 P:A4 SP:F9
F8AC  10 01     BPL $F8AF                       A:40 X:78 Y:18 P:A4 SP:F9
F8AE  60        RTS                             A:40 X:78 Y:18 P:A4 SP:F9
DCE4  C8        INY                             A:40 X:78 Y:18 P:A4 SP:FB
DCE5  48        PHA                             A:40 X:78 Y:19 P:24 SP:FB
DCE6  A9 00     LDA #$00                        A:40 X:78 Y:19 P:24 SP:FA
DCE8  85 78     STA $78                         A:00 X:78 Y:19 P:26 SP:FA
DCEA  68        PLA                             A:00 X:78 Y:19 P:26 SP:FA
DCEB  20 B2 F8  JSR $F8B2                       A:40 X:78 Y:19 P:24 SP:FB
F8B2  A9 80     LDA #$80                        A:40 X:78 Y:19 P:24 SP:F9
F8B4  60        RTS                             A:80 X:78 Y:19 P:A4 SP:F9
DCEE  D5 00     CMP $00,X                       A:80 X:78 Y:19 P:A4 SP:FB
DCF0  20 B5 F8  JSR $F8B5                       A:80 X:78 Y:19 P:A5 SP:FB
F8B5  F0 05     BEQ $F8BC                       A:80 X:78 Y:19 P:A5 SP:F9
F8B7  10 03     BPL $F8BC                       A:80 X:78 Y:19 P:A5 SP:F9
F8B9  90 01     BCC $F8BC                       A:80 X:78 Y:19 P:A5 SP:F9
F8BB  60        RTS                             A:80 X:78 Y:19 P:A5 SP:F9
DCF3  C8        INY                             A:80 X:78 Y:19 P:A5 SP:FB
DCF4  48        PHA                             A:80 X:78 Y:1A P:25 SP:FB
DCF5  A9 80     LDA #$80                        A:80 X:78 Y:1A P:25 SP:FA
DCF7  85 78     STA $78                         A:80 X:78 Y:1A P:A5 SP:FA
DCF9  68        PLA                             A:80 X:78 Y:1A P:A5 SP:FA
DCFA  D5 00     CMP $00,X                       A:80 X:78 Y:1A P:A5 SP:FB
DCFC  20 BF F8  JSR $F8BF                       A:80 X:78 Y:1A P:27 SP:FB
F8BF  D0 05     BNE $F8C6                       A:80 X:78 Y:1A P:27 SP:F9
F8C1  30 03     BMI $F8C6                       A:80 X:78 Y:1A P:27 SP:F9
F8C3  90 01     BCC $F8C6                       A:80 X:78 Y:1A P:27 SP:F9
F8C5  60        RTS                             A:80 X:78 Y:1A P:27 SP:F9
DCFF  C8        INY                             A:80 X:78 Y:1A P:27 SP:FB
DD00  48        PHA                             A:80 X:78 Y:1B P:25 SP:FB
DD01  A9 81     LDA #$81                        A:80 X:78 Y:1B P:25 SP:FA
DD03  85 78     STA $78                         A:81 X:78 Y:1B P:A5 SP:FA
DD05  68        PLA                             A:81 X:78 Y:1B P:A5 SP:FA
DD06  D5 00     CMP $00,X                       A:80 X:78 Y:1B P:A5 SP:FB
DD08  20 C9 F8  JSR $F8C9                       A:80 X:78 Y:1B P:A4 SP:FB
F8C9  B0 05     BCS $F8D0                       A:80 X:78 Y:1B P:A4 SP:F9
F8CB  F0 03     BEQ $F8D0                       A:80 X:78 Y:1B P:A4 SP:F9
F8CD  10 01     BPL $F8D0                       A:80 X:78 Y:1B P:A4 SP:F9
F8CF  60        RTS                             A:80 X:78 Y:1B P:A4 SP:F9
DD0B  C8        INY                             A:80 X:78 Y:1B P:A4 SP:FB
DD0C  48        PHA                             A:80 X:78 Y:1C P:24 SP:FB
DD0D  A9 7F     LDA #$7F                        A:80 X:78 Y:1C P:24 SP:FA
DD0F  85 78     STA $78                         A:7F X:78 Y:1C P:24 SP:FA
DD11  68        PLA                             A:7F X:78 Y:1C P:24 SP:FA
DD12  D5 00     CMP $00,X                       A:80 X:78 Y:1C P:A4 SP:FB
DD14  20 D3 F8  JSR $F8D3                       A:80 X:78 Y:1C P:25 SP:FB
F8D3  90 05     BCC $F8DA                       A:80 X:78 Y:1C P:25 SP:F9
F8D5  F0 03     BEQ $F8DA                       A:80 X:78 Y:1C P:25 SP:F9
F8D7  30 01     BMI $F8DA                       A:80 X:78 Y:1C P:25 SP:F9
F8D9  60        RTS                             A:80 X:78 Y:1C P:25 SP:F9
DD17  C8        INY                             A:80 X:78 Y:1C P:25 SP:FB
DD18  A9 40     LDA #$40                        A:80 X:78 Y:1D P:25 SP:FB
DD1A  85 78     STA $78                         A:40 X:78 Y:1D P:25 SP:FB
DD1C  20 31 F9  JSR $F931                       A:40 X:78 Y:1D P:25 SP:FB
F931  24 01     BIT $01                         A:40 X:78 Y:1D P:25 SP:F9
F933  A9 40     LDA #$40                        A:40 X:78 Y:1D P:A5 SP:F9
F935  38        SEC                             A:40 X:78 Y:1D P:25 SP:F9
F936  60        RTS                             A:40 X:78 Y:1D P:25 SP:F9
DD1F  F5 00     SBC $00,X                       A:40 X:78 Y:1D P:25 SP:FB
DD21  20 37 F9  JSR $F937                       A:00 X:78 Y:1D P:26 SP:FB
F937  30 0B     BMI $F944                       A:00 X:78 Y:1D P:26 SP:F9
F939  90 09     BCC $F944                       A:00 X:78 Y:1D P:26 SP:F9
F944  84 00     STY $00                         A:00 X:78 Y:1D P:26 SP:F9
F946  60        RTS                             A:00 X:78 Y:1D P:26 SP:F9
DD24  C8        INY                             A:00 X:78 Y:1D P:26 SP:FB
DD25  A9 3F     LDA #$3F                        A:00 X:78 Y:1E P:24 SP:FB
DD27  85 78     STA $78                         A:3F X:78 Y:1E P:24 SP:FB
DD29  20 47 F9  JSR $F947                       A:3F X:78 Y:1E P:24 SP:FB
F947  B8        CLV                             A:3F X:78 Y:1E P:24 SP:F9
F948  38        SEC                             A:3F X:78 Y:1E P:24 SP:F9
F949  A9 40     LDA #$40                        A:3F X:78 Y:1E P:25 SP:F9
F94B  60        RTS                             A:40 X:78 Y:1E P:25 SP:F9
DD2C  F5 00     SBC $00,X                       A:40 X:78 Y:1E P:25 SP:FB
DD2E  20 4C F9  JSR $F94C                       A:01 X:78 Y:1E P:24 SP:FB
F94C  F0 0B     BEQ $F959                       A:01 X:78 Y:1E P:24 SP:F9
F94E  30 09     BMI $F959                       A:01 X:78 Y:1E P:24 SP:F9
F950  90 07     BCC $F959                       A:01 X:78 Y:1E P:24 SP:F9
F959  84 00     STY $00                         A:01 X:78 Y:1E P:24 SP:F9
F95B  60        RTS                             A:01 X:78 Y:1E P:24 SP:F9
DD31  C8        INY                             A:01 X:78 Y:1E P:24 SP:FB
DD32  A9 41     LDA #$41                        A:01 X:78 Y:1F P:24 SP:FB
DD34  85 78     STA $78                         A:41 X:78 Y:1F P:24 SP:FB
DD36  20 5C F9  JSR $F95C                       A:41 X:78 Y:1F P:24 SP:FB
F95C  A9 40     LDA #$40                        A:41 X:78 Y:1F P:24 SP:F9
F95E  38        SEC                             A:40 X:78 Y:1F P:24 SP:F9
F95F  24 01     BIT $01                         A:40 X:78 Y:1F P:25 SP:F9
F961  60        RTS                             A:40 X:78 Y:1F P:A5 SP:F9
DD39  F5 00     SBC $00,X                       A:40 X:78 Y:1F P:A5 SP:FB
DD3B  20 62 F9  JSR $F962                       A:FF X:78 Y:1F P:A5 SP:FB
F962  B0 0B     BCS $F96F                       A:FF X:78 Y:1F P:A5 SP:F9
F96F  84 00     STY $00                         A:FF X:78 Y:1F P:A5 SP:F9
F971  60        RTS                             A:FF X:78 Y:1F P:A5 SP:F9
DD3E  C8        INY                             A:FF X:78 Y:1F P:A5 SP:FB
DD3F  A9 00     LDA #$00                        A:FF X:78 Y:20 P:25 SP:FB
DD41  85 78     STA $78                         A:00 X:78 Y:20 P:27 SP:FB
DD43  20 72 F9  JSR $F972                       A:00 X:78 Y:20 P:27 SP:FB
F972  18        CLC                             A:00 X:78 Y:20 P:27 SP:F9
F973  A9 80     LDA #$80                        A:00 X:78 Y:20 P:26 SP:F9
F975  60        RTS                             A:80 X:78 Y:20 P:A4 SP:F9
DD46  F5 00     SBC $00,X                       A:80 X:78 Y:20 P:A4 SP:FB
DD48  20 76 F9  JSR $F976                       A:7F X:78 Y:20 P:25 SP:FB
F976  90 05     BCC $F97D                       A:7F X:78 Y:20 P:25 SP:F9
F978  C9 7F     CMP #$7F                        A:7F X:78 Y:20 P:25 SP:F9
F97A  D0 01     BNE $F97D                       A:7F X:78 Y:20 P:27 SP:F9
F97C  60        RTS                             A:7F X:78 Y:20 P:27 SP:F9
DD4B  C8        INY                             A:7F X:78 Y:20 P:27 SP:FB
DD4C  A9 7F     LDA #$7F                        A:7F X:78 Y:21 P:25 SP:FB
DD4E  85 78     STA $78                         A:7F X:78 Y:21 P:25 SP:FB
DD50  20 80 F9  JSR $F980                       A:7F X:78 Y:21 P:25 SP:FB
F980  38        SEC                             A:7F X:78 Y:21 P:25 SP:F9
F981  A9 81     LDA #$81                        A:7F X:78 Y:21 P:25 SP:F9
F983  60        RTS                             A:81 X:78 Y:21 P:A5 SP:F9
DD53  F5 00     SBC $00,X                       A:81 X:78 Y:21 P:A5 SP:FB
DD55  20 84 F9  JSR $F984                       A:02 X:78 Y:21 P:24 SP:FB
F984  50 07     BVC $F98D                       A:02 X:78 Y:21 P:24 SP:F9
F98D  84 00     STY $00                         A:02 X:78 Y:21 P:24 SP:F9
F98F  60        RTS                             A:02 X:78 Y:21 P:24 SP:F9
DD58  A9 AA     LDA #$AA                        A:02 X:78 Y:21 P:24 SP:FB
DD5A  85 33     STA $33                         A:AA X:78 Y:21 P:A4 SP:FB
DD5C  A9 BB     LDA #$BB                        A:AA X:78 Y:21 P:A4 SP:FB
DD5E  85 89     STA $89                         A:BB X:78 Y:21 P:A4 SP:FB
DD60  A2 00     LDX #$00                        A:BB X:78 Y:21 P:A4 SP:FB
DD62  A0 66     LDY #$66                        A:BB X:00 Y:21 P:26 SP:FB
DD64  24 01     BIT $01                         A:BB X:00 Y:66 P:24 SP:FB
DD66  38        SEC                             A:BB X:00 Y:66 P:A4 SP:FB
DD67  A9 00     LDA #$00                        A:BB X:00 Y:66 P:A5 SP:FB
DD69  B5 33     LDA $33,X                       A:00 X:00 Y:66 P:27 SP:FB
DD6B  10 12     BPL $DD7F                       A:AA X:00 Y:66 P:A5 SP:FB
DD6D  F0 10     BEQ $DD7F                       A:AA X:00 Y:66 P:A5 SP:FB
DD6F  50 0E     BVC $DD7F                       A:AA X:00 Y:66 P:A5 SP:FB
DD7F  A9 22     LDA #$22                        A:AA X:00 Y:66 P:A5 SP:FB
DD81  85 00     STA $00                         A:22 X:00 Y:66 P:25 SP:FB
DD83  A2 8A     LDX #$8A                        A:22 X:00 Y:66 P:25 SP:FB
DD85  A0 66     LDY #$66                        A:22 X:8A Y:66 P:A5 SP:FB
DD87  B8        CLV                             A:22 X:8A Y:66 P:25 SP:FB
DD88  18        CLC                             A:22 X:8A Y:66 P:25 SP:FB
DD89  A9 00     LDA #$00                        A:22 X:8A Y:66 P:24 SP:FB
DD8B  B5 FF     LDA $FF,X                       A:00 X:8A Y:66 P:26 SP:FB
DD8D  10 12     BPL $DDA1                       A:BB X:8A Y:66 P:A4 SP:FB
DD8F  F0 10     BEQ $DDA1                       A:BB X:8A Y:66 P:A4 SP:FB
DD91  70 0E     BVS $DDA1                       A:BB X:8A Y:66 P:A4 SP:FB
DD93  B0 0C     BCS $DDA1                       A:BB X:8A Y:66 P:A4 SP:FB
DD95  C9 BB     CMP #$BB                        A:BB X:8A Y:66 P:A4 SP:FB
DD97  D0 08     BNE $DDA1                       A:BB X:8A Y:66 P:27 SP:FB
DD99  C0 66     CPY #$66                        A:BB X:8A Y:66 P:27 SP:FB
DD9B  D0 04     BNE $DDA1                       A:BB X:8A Y:66 P:27 SP:FB
DD9D  E0 8A     CPX #$8A                        A:BB X:8A Y:66 P:27 SP:FB
DD9F  F0 04     BEQ $DDA5                       A:BB X:8A Y:66 P:27 SP:FB
DDA5  24 01     BIT $01                         A:BB X:8A Y:66 P:27 SP:FB
DDA7  38        SEC                             A:BB X:8A Y:66 P:A5 SP:FB
DDA8  A9 44     LDA #$44                        A:BB X:8A Y:66 P:A5 SP:FB
DDAA  A2 00     LDX #$00                        A:44 X:8A Y:66 P:25 SP:FB
DDAC  95 33     STA $33,X                       A:44 X:00 Y:66 P:27 SP:FB
DDAE  A5 33     LDA $33                         A:44 X:00 Y:66 P:27 SP:FB
DDB0  90 18     BCC $DDCA                       A:44 X:00 Y:66 P:25 SP:FB
DDB2  C9 44     CMP #$44                        A:44 X:00 Y:66 P:25 SP:FB
DDB4  D0 14     BNE $DDCA                       A:44 X:00 Y:66 P:27 SP:FB
DDB6  50 12     BVC $DDCA                       A:44 X:00 Y:66 P:27 SP:FB
DDCA  A9 24     LDA #$24                        A:44 X:00 Y:66 P:27 SP:FB
DDCC  85 00     STA $00                         A:24 X:00 Y:66 P:25 SP:FB
DDCE  A0 25     LDY #$25                        A:24 X:00 Y:66 P:25 SP:FB
DDD0  A2 78     LDX #$78                        A:24 X:00 Y:25 P:25 SP:FB
DDD2  20 90 F9  JSR $F990                       A:24 X:78 Y:25 P:25 SP:FB
F990  A2 55     LDX #$55                        A:24 X:78 Y:25 P:25 SP:F9
F992  A9 FF     LDA #$FF                        A:24 X:55 Y:25 P:25 SP:F9
F994  85 01     STA $01                         A:FF X:55 Y:25 P:A5 SP:F9
F996  EA        NOP                             A:FF X:55 Y:25 P:A5 SP:F9
F997  24 01     BIT $01                         A:FF X:55 Y:25 P:A5 SP:F9
F999  38        SEC                             A:FF X:55 Y:25 P:A5 SP:F9
F99A  A9 01     LDA #$01                        A:FF X:55 Y:25 P:A5 SP:F9
F99C  60        RTS                             A:01 X:55 Y:25 P:25 SP:F9
DDD5  95 00     STA $00,X                       A:01 X:55 Y:25 P:25 SP:FB
DDD7  56 00     LSR $00,X                       A:01 X:55 Y:25 P:25 SP:FB
DDD9  B5 00     LDA $00,X                       A:01 X:55 Y:25 P:27 SP:FB
DDDB  20 9D F9  JSR $F99D                       A:00 X:55 Y:25 P:27 SP:FB
F99D  90 1B     BCC $F9BA                       A:00 X:55 Y:25 P:27 SP:F9
F99F  D0 19     BNE $F9BA                       A:00 X:55 Y:25 P:27 SP:F9
F9A1  30 17     BMI $F9BA                       A:00 X:55 Y:25 P:27 SP:F9
F9A3  50 15     BVC $F9BA                       A:00 X:55 Y:25 P:27 SP:F9
F9BA  84 00     STY $00                         A:00 X:55 Y:25 P:27 SP:F9
F9BC  60        RTS                             A:00 X:55 Y:25 P:27 SP:F9
DDDE  C8        INY                             A:00 X:55 Y:25 P:27 SP:FB
DDDF  95 00     STA $00,X                       A:00 X:55 Y:26 P:25 SP:FB
DDE1  56 00     LSR $00,X                       A:00 X:55 Y:26 P:25 SP:FB
DDE3  B5 00     LDA $00,X                       A:00 X:55 Y:26 P:26 SP:FB
DDE5  20 AD F9  JSR $F9AD                       A:00 X:55 Y:26 P:26 SP:FB
F9AD  B0 0B     BCS $F9BA                       A:00 X:55 Y:26 P:26 SP:F9
F9AF  F0 09     BEQ $F9BA                       A:00 X:55 Y:26 P:26 SP:F9
F9BA  84 00     STY $00                         A:00 X:55 Y:26 P:26 SP:F9
F9BC  60        RTS                             A:00 X:55 Y:26 P:26 SP:F9
DDE8  C8        INY                             A:00 X:55 Y:26 P:26 SP:FB
DDE9  20 BD F9  JSR $F9BD                       A:00 X:55 Y:27 P:24 SP:FB
F9BD  24 01     BIT $01                         A:00 X:55 Y:27 P:24 SP:F9
F9BF  38        SEC                             A:00 X:55 Y:27 P:A6 SP:F9
F9C0  A9 80     LDA #$80                        A:00 X:55 Y:27 P:A7 SP:F9
F9C2  60        RTS                             A:80 X:55 Y:27 P:A5 SP:F9
DDEC  95 00     STA $00,X                       A:80 X:55 Y:27 P:A5 SP:FB
DDEE  16 00     ASL $00,X                       A:80 X:55 Y:27 P:A5 SP:FB
DDF0  B5 00     LDA $00,X                       A:80 X:55 Y:27 P:27 SP:FB
DDF2  20 C3 F9  JSR $F9C3                       A:00 X:55 Y:27 P:27 SP:FB
F9C3  90 1C     BCC $F9E1                       A:00 X:55 Y:27 P:27 SP:F9
