D519  D0 06     BNE $D521                       A:55 X:23 Y:11 P:27 SP:FB
D51B  E0 23     CPX #$23                        A:55 X:23 Y:11 P:27 SP:FB
D51D  50 02     BVC $D521                       A:55 X:23 Y:11 P:27 SP:FB
D521  A9 B0     LDA #$B0                        A:55 X:23 Y:11 P:27 SP:FB
D523  85 00     STA $00                         A:B0 X:23 Y:11 P:A5 SP:FB
D525  A9 46     LDA #$46                        A:B0 X:23 Y:11 P:A5 SP:FB
D527  24 01     BIT $01                         A:46 X:23 Y:11 P:25 SP:FB
D529  8D 78 06  STA $0678                       A:46 X:23 Y:11 P:A5 SP:FB
D52C  F0 0B     BEQ $D539                       A:46 X:23 Y:11 P:A5 SP:FB
D52E  10 09     BPL $D539                       A:46 X:23 Y:11 P:A5 SP:FB
D530  50 07     BVC $D539                       A:46 X:23 Y:11 P:A5 SP:FB
D539  A9 B1     LDA #$B1                        A:46 X:23 Y:11 P:A5 SP:FB
D53B  85 00     STA $00                         A:B1 X:23 Y:11 P:A5 SP:FB
D53D  A9 55     LDA #$55                        A:B1 X:23 Y:11 P:A5 SP:FB
D53F  8D 78 06  STA $0678                       A:55 X:23 Y:11 P:25 SP:FB
D542  24 01     BIT $01                         A:55 X:23 Y:11 P:25 SP:FB
D544  A9 11     LDA #$11                        A:55 X:23 Y:11 P:A5 SP:FB
D546  A2 23     LDX #$23                        A:11 X:23 Y:11 P:25 SP:FB
D548  A0 00     LDY #$00                        A:11 X:23 Y:11 P:25 SP:FB
D54A  AC 78 06  LDY $0678                       A:11 X:23 Y:00 P:27 SP:FB
D54D  F0 10     BEQ $D55F                       A:11 X:23 Y:55 P:25 SP:FB
D54F  30 0E     BMI $D55F                       A:11 X:23 Y:55 P:25 SP:FB
D551  C0 55     CPY #$55                        A:11 X:23 Y:55 P:25 SP:FB
D553  D0 0A     BNE $D55F                       A:11 X:23 Y:55 P:27 SP:FB
D555  C9 11     CMP #$11                        A:11 X:23 Y:55 P:27 SP:FB
D557  D0 06     BNE $D55F                       A:11 X:23 Y:55 P:27 SP:FB
D559  E0 23     CPX #$23                        A:11 X:23 Y:55 P:27 SP:FB
D55B  50 02     BVC $D55F                       A:11 X:23 Y:55 P:27 SP:FB
D55F  A9 B2     LDA #$B2                        A:11 X:23 Y:55 P:27 SP:FB
D561  85 00     STA $00                         A:B2 X:23 Y:55 P:A5 SP:FB
D563  A0 46     LDY #$46                        A:B2 X:23 Y:55 P:A5 SP:FB
D565  24 01     BIT $01                         A:B2 X:23 Y:46 P:25 SP:FB
D567  8C 78 06  STY $0678                       A:B2 X:23 Y:46 P:A5 SP:FB
D56A  F0 0B     BEQ $D577                       A:B2 X:23 Y:46 P:A5 SP:FB
D56C  10 09     BPL $D577                       A:B2 X:23 Y:46 P:A5 SP:FB
D56E  50 07     BVC $D577                       A:B2 X:23 Y:46 P:A5 SP:FB
D577  A9 B3     LDA #$B3                        A:B2 X:23 Y:46 P:A5 SP:FB
D579  85 00     STA $00                         A:B3 X:23 Y:46 P:A5 SP:FB
D57B  24 01     BIT $01                         A:B3 X:23 Y:46 P:A5 SP:FB
D57D  A9 55     LDA #$55                        A:B3 X:23 Y:46 P:A5 SP:FB
D57F  8D 78 06  STA $0678                       A:55 X:23 Y:46 P:25 SP:FB
D582  A0 11     LDY #$11                        A:55 X:23 Y:46 P:25 SP:FB
D584  A9 23     LDA #$23                        A:55 X:23 Y:11 P:25 SP:FB
D586  A2 00     LDX #$00                        A:23 X:23 Y:11 P:25 SP:FB
D588  AE 78 06  LDX $0678                       A:23 X:00 Y:11 P:27 SP:FB
D58B  F0 10     BEQ $D59D                       A:23 X:55 Y:11 P:25 SP:FB
D58D  30 0E     BMI $D59D                       A:23 X:55 Y:11 P:25 SP:FB
D58F  E0 55     CPX #$55                        A:23 X:55 Y:11 P:25 SP:FB
D591  D0 0A     BNE $D59D                       A:23 X:55 Y:11 P:27 SP:FB
D593  C0 11     CPY #$11                        A:23 X:55 Y:11 P:27 SP:FB
D595  D0 06     BNE $D59D                       A:23 X:55 Y:11 P:27 SP:FB
D597  C9 23     CMP #$23                        A:23 X:55 Y:11 P:27 SP:FB
D599  50 02     BVC $D59D                       A:23 X:55 Y:11 P:27 SP:FB
D59D  A9 B4     LDA #$B4                        A:23 X:55 Y:11 P:27 SP:FB
D59F  85 00     STA $00                         A:B4 X:55 Y:11 P:A5 SP:FB
D5A1  A2 46     LDX #$46                        A:B4 X:55 Y:11 P:A5 SP:FB
D5A3  24 01     BIT $01                         A:B4 X:46 Y:11 P:25 SP:FB
D5A5  8E 78 06  STX $0678                       A:B4 X:46 Y:11 P:A5 SP:FB
D5A8  F0 0B     BEQ $D5B5                       A:B4 X:46 Y:11 P:A5 SP:FB
D5AA  10 09     BPL $D5B5                       A:B4 X:46 Y:11 P:A5 SP:FB
D5AC  50 07     BVC $D5B5                       A:B4 X:46 Y:11 P:A5 SP:FB
D5B5  A9 B5     LDA #$B5                        A:B4 X:46 Y:11 P:A5 SP:FB
D5B7  85 00     STA $00                         A:B5 X:46 Y:11 P:A5 SP:FB
D5B9  A9 C0     LDA #$C0                        A:B5 X:46 Y:11 P:A5 SP:FB
D5BB  8D 78 06  STA $0678                       A:C0 X:46 Y:11 P:A5 SP:FB
D5BE  A2 33     LDX #$33                        A:C0 X:46 Y:11 P:A5 SP:FB
D5C0  A0 88     LDY #$88                        A:C0 X:33 Y:11 P:25 SP:FB
D5C2  A9 05     LDA #$05                        A:C0 X:33 Y:88 P:A5 SP:FB
D5C4  2C 78 06  BIT $0678                       A:05 X:33 Y:88 P:25 SP:FB
D5C7  10 10     BPL $D5D9                       A:05 X:33 Y:88 P:A7 SP:FB
D5C9  50 0E     BVC $D5D9                       A:05 X:33 Y:88 P:A7 SP:FB
D5D9  A9 B6     LDA #$B6                        A:05 X:33 Y:88 P:A7 SP:FB
D5DB  85 00     STA $00                         A:B6 X:33 Y:88 P:A5 SP:FB
D5DD  A9 03     LDA #$03                        A:B6 X:33 Y:88 P:A5 SP:FB
D5DF  8D 78 06  STA $0678                       A:03 X:33 Y:88 P:25 SP:FB
D5E2  A9 01     LDA #$01                        A:03 X:33 Y:88 P:25 SP:FB
D5E4  2C 78 06  BIT $0678                       A:01 X:33 Y:88 P:25 SP:FB
D5E7  30 08     BMI $D5F1                       A:01 X:33 Y:88 P:25 SP:FB
D5E9  70 06     BVS $D5F1                       A:01 X:33 Y:88 P:25 SP:FB
D5EB  F0 04     BEQ $D5F1                       A:01 X:33 Y:88 P:25 SP:FB
D5ED  C9 01     CMP #$01                        A:01 X:33 Y:88 P:25 SP:FB
D5EF  F0 04     BEQ $D5F5                       A:01 X:33 Y:88 P:27 SP:FB
D5F5  A0 B8     LDY #$B8                        A:01 X:33 Y:88 P:27 SP:FB
D5F7  A9 AA     LDA #$AA                        A:01 X:33 Y:B8 P:A5 SP:FB
D5F9  8D 78 06  STA $0678                       A:AA X:33 Y:B8 P:A5 SP:FB
D5FC  20 B6 F7  JSR $F7B6                       A:AA X:33 Y:B8 P:A5 SP:FB
F7B6  18        CLC                             A:AA X:33 Y:B8 P:A5 SP:F9
F7B7  A9 FF     LDA #$FF                        A:AA X:33 Y:B8 P:A4 SP:F9
F7B9  85 01     STA $01                         A:FF X:33 Y:B8 P:A4 SP:F9
F7BB  24 01     BIT $01                         A:FF X:33 Y:B8 P:A4 SP:F9
F7BD  A9 55     LDA #$55                        A:FF X:33 Y:B8 P:A4 SP:F9
F7BF  60        RTS                             A:55 X:33 Y:B8 P:24 SP:F9
D5FF  0D 78 06  ORA $0678                       A:55 X:33 Y:B8 P:24 SP:FB
D602  20 C0 F7  JSR $F7C0                       A:FF X:33 Y:B8 P:A4 SP:FB
F7C0  B0 09     BCS $F7CB                       A:FF X:33 Y:B8 P:A4 SP:F9
F7C2  10 07     BPL $F7CB                       A:FF X:33 Y:B8 P:A4 SP:F9
F7C4  C9 FF     CMP #$FF                        A:FF X:33 Y:B8 P:A4 SP:F9
F7C6  D0 03     BNE $F7CB                       A:FF X:33 Y:B8 P:27 SP:F9
F7C8  50 01     BVC $F7CB                       A:FF X:33 Y:B8 P:27 SP:F9
F7CB  84 00     STY $00                         A:FF X:33 Y:B8 P:27 SP:F9
F7CD  60        RTS                             A:FF X:33 Y:B8 P:27 SP:F9
D605  C8        INY                             A:FF X:33 Y:B8 P:27 SP:FB
D606  A9 00     LDA #$00                        A:FF X:33 Y:B9 P:A5 SP:FB
D608  8D 78 06  STA $0678                       A:00 X:33 Y:B9 P:27 SP:FB
D60B  20 CE F7  JSR $F7CE                       A:00 X:33 Y:B9 P:27 SP:FB
F7CE  38        SEC                             A:00 X:33 Y:B9 P:27 SP:F9
F7CF  B8        CLV                             A:00 X:33 Y:B9 P:27 SP:F9
F7D0  A9 00     LDA #$00                        A:00 X:33 Y:B9 P:27 SP:F9
F7D2  60        RTS                             A:00 X:33 Y:B9 P:27 SP:F9
D60E  0D 78 06  ORA $0678                       A:00 X:33 Y:B9 P:27 SP:FB
D611  20 D3 F7  JSR $F7D3                       A:00 X:33 Y:B9 P:27 SP:FB
F7D3  D0 07     BNE $F7DC                       A:00 X:33 Y:B9 P:27 SP:F9
F7D5  70 05     BVS $F7DC                       A:00 X:33 Y:B9 P:27 SP:F9
F7D7  90 03     BCC $F7DC                       A:00 X:33 Y:B9 P:27 SP:F9
F7D9  30 01     BMI $F7DC                       A:00 X:33 Y:B9 P:27 SP:F9
F7DB  60        RTS                             A:00 X:33 Y:B9 P:27 SP:F9
D614  C8        INY                             A:00 X:33 Y:B9 P:27 SP:FB
D615  A9 AA     LDA #$AA                        A:00 X:33 Y:BA P:A5 SP:FB
D617  8D 78 06  STA $0678                       A:AA X:33 Y:BA P:A5 SP:FB
D61A  20 DF F7  JSR $F7DF                       A:AA X:33 Y:BA P:A5 SP:FB
F7DF  18        CLC                             A:AA X:33 Y:BA P:A5 SP:F9
F7E0  24 01     BIT $01                         A:AA X:33 Y:BA P:A4 SP:F9
F7E2  A9 55     LDA #$55                        A:AA X:33 Y:BA P:A4 SP:F9
F7E4  60        RTS                             A:55 X:33 Y:BA P:24 SP:F9
D61D  2D 78 06  AND $0678                       A:55 X:33 Y:BA P:24 SP:FB
D620  20 E5 F7  JSR $F7E5                       A:00 X:33 Y:BA P:26 SP:FB
F7E5  D0 07     BNE $F7EE                       A:00 X:33 Y:BA P:26 SP:F9
F7E7  50 05     BVC $F7EE                       A:00 X:33 Y:BA P:26 SP:F9
F7EE  84 00     STY $00                         A:00 X:33 Y:BA P:26 SP:F9
F7F0  60        RTS                             A:00 X:33 Y:BA P:26 SP:F9
D623  C8        INY                             A:00 X:33 Y:BA P:26 SP:FB
D624  A9 EF     LDA #$EF                        A:00 X:33 Y:BB P:A4 SP:FB
D626  8D 78 06  STA $0678                       A:EF X:33 Y:BB P:A4 SP:FB
D629  20 F1 F7  JSR $F7F1                       A:EF X:33 Y:BB P:A4 SP:FB
F7F1  38        SEC                             A:EF X:33 Y:BB P:A4 SP:F9
F7F2  B8        CLV                             A:EF X:33 Y:BB P:A5 SP:F9
F7F3  A9 F8     LDA #$F8                        A:EF X:33 Y:BB P:A5 SP:F9
F7F5  60        RTS                             A:F8 X:33 Y:BB P:A5 SP:F9
D62C  2D 78 06  AND $0678                       A:F8 X:33 Y:BB P:A5 SP:FB
D62F  20 F6 F7  JSR $F7F6                       A:E8 X:33 Y:BB P:A5 SP:FB
F7F6  90 09     BCC $F801                       A:E8 X:33 Y:BB P:A5 SP:F9
F7F8  10 07     BPL $F801                       A:E8 X:33 Y:BB P:A5 SP:F9
F7FA  C9 E8     CMP #$E8                        A:E8 X:33 Y:BB P:A5 SP:F9
F7FC  D0 03     BNE $F801                       A:E8 X:33 Y:BB P:27 SP:F9
F7FE  70 01     BVS $F801                       A:E8 X:33 Y:BB P:27 SP:F9
F800  60        RTS                             A:E8 X:33 Y:BB P:27 SP:F9
D632  C8        INY                             A:E8 X:33 Y:BB P:27 SP:FB
D633  A9 AA     LDA #$AA                        A:E8 X:33 Y:BC P:A5 SP:FB
D635  8D 78 06  STA $0678                       A:AA X:33 Y:BC P:A5 SP:FB
D638  20 04 F8  JSR $F804                       A:AA X:33 Y:BC P:A5 SP:FB
F804  18        CLC                             A:AA X:33 Y:BC P:A5 SP:F9
F805  24 01     BIT $01                         A:AA X:33 Y:BC P:A4 SP:F9
F807  A9 5F     LDA #$5F                        A:AA X:33 Y:BC P:A4 SP:F9
F809  60        RTS                             A:5F X:33 Y:BC P:24 SP:F9
D63B  4D 78 06  EOR $0678                       A:5F X:33 Y:BC P:24 SP:FB
D63E  20 0A F8  JSR $F80A                       A:F5 X:33 Y:BC P:A4 SP:FB
F80A  B0 09     BCS $F815                       A:F5 X:33 Y:BC P:A4 SP:F9
F80C  10 07     BPL $F815                       A:F5 X:33 Y:BC P:A4 SP:F9
F80E  C9 F5     CMP #$F5                        A:F5 X:33 Y:BC P:A4 SP:F9
F810  D0 03     BNE $F815                       A:F5 X:33 Y:BC P:27 SP:F9
F812  50 01     BVC $F815                       A:F5 X:33 Y:BC P:27 SP:F9
F815  84 00     STY $00                         A:F5 X:33 Y:BC P:27 SP:F9
F817  60        RTS                             A:F5 X:33 Y:BC P:27 SP:F9
D641  C8        INY                             A:F5 X:33 Y:BC P:27 SP:FB
D642  A9 70     LDA #$70                        A:F5 X:33 Y:BD P:A5 SP:FB
D644  8D 78 06  STA $0678                       A:70 X:33 Y:BD P:25 SP:FB
D647  20 18 F8  JSR $F818                       A:70 X:33 Y:BD P:25 SP:FB
F818  38        SEC                             A:70 X:33 Y:BD P:25 SP:F9
F819  B8        CLV                             A:70 X:33 Y:BD P:25 SP:F9
F81A  A9 70     LDA #$70                        A:70 X:33 Y:BD P:25 SP:F9
F81C  60        RTS                             A:70 X:33 Y:BD P:25 SP:F9
D64A  4D 78 06  EOR $0678                       A:70 X:33 Y:BD P:25 SP:FB
D64D  20 1D F8  JSR $F81D                       A:00 X:33 Y:BD P:27 SP:FB
F81D  D0 07     BNE $F826                       A:00 X:33 Y:BD P:27 SP:F9
F81F  70 05     BVS $F826                       A:00 X:33 Y:BD P:27 SP:F9
F821  90 03     BCC $F826                       A:00 X:33 Y:BD P:27 SP:F9
F823  30 01     BMI $F826                       A:00 X:33 Y:BD P:27 SP:F9
F825  60        RTS                             A:00 X:33 Y:BD P:27 SP:F9
D650  C8        INY                             A:00 X:33 Y:BD P:27 SP:FB
D651  A9 69     LDA #$69                        A:00 X:33 Y:BE P:A5 SP:FB
D653  8D 78 06  STA $0678                       A:69 X:33 Y:BE P:25 SP:FB
D656  20 29 F8  JSR $F829                       A:69 X:33 Y:BE P:25 SP:FB
F829  18        CLC                             A:69 X:33 Y:BE P:25 SP:F9
F82A  24 01     BIT $01                         A:69 X:33 Y:BE P:24 SP:F9
F82C  A9 00     LDA #$00                        A:69 X:33 Y:BE P:A4 SP:F9
F82E  60        RTS                             A:00 X:33 Y:BE P:26 SP:F9
D659  6D 78 06  ADC $0678                       A:00 X:33 Y:BE P:26 SP:FB
D65C  20 2F F8  JSR $F82F                       A:69 X:33 Y:BE P:26 SP:FB
F82F  30 09     BMI $F83A                       A:69 X:33 Y:BE P:26 SP:F9
F831  B0 07     BCS $F83A                       A:69 X:33 Y:BE P:26 SP:F9
F833  C9 69     CMP #$69                        A:69 X:33 Y:BE P:26 SP:F9
F835  D0 03     BNE $F83A                       A:69 X:33 Y:BE P:27 SP:F9
F837  70 01     BVS $F83A                       A:69 X:33 Y:BE P:27 SP:F9
F839  60        RTS                             A:69 X:33 Y:BE P:27 SP:F9
D65F  C8        INY                             A:69 X:33 Y:BE P:27 SP:FB
D660  20 3D F8  JSR $F83D                       A:69 X:33 Y:BF P:A5 SP:FB
F83D  38        SEC                             A:69 X:33 Y:BF P:A5 SP:F9
F83E  24 01     BIT $01                         A:69 X:33 Y:BF P:A5 SP:F9
F840  A9 00     LDA #$00                        A:69 X:33 Y:BF P:A5 SP:F9
F842  60        RTS                             A:00 X:33 Y:BF P:27 SP:F9
D663  6D 78 06  ADC $0678                       A:00 X:33 Y:BF P:27 SP:FB
D666  20 43 F8  JSR $F843                       A:6A X:33 Y:BF P:26 SP:FB
F843  30 09     BMI $F84E                       A:6A X:33 Y:BF P:26 SP:F9
F845  B0 07     BCS $F84E                       A:6A X:33 Y:BF P:26 SP:F9
F847  C9 6A     CMP #$6A                        A:6A X:33 Y:BF P:26 SP:F9
F849  D0 03     BNE $F84E                       A:6A X:33 Y:BF P:27 SP:F9
F84B  70 01     BVS $F84E                       A:6A X:33 Y:BF P:27 SP:F9
F84D  60        RTS                             A:6A X:33 Y:BF P:27 SP:F9
D669  C8        INY                             A:6A X:33 Y:BF P:27 SP:FB
D66A  A9 7F     LDA #$7F                        A:6A X:33 Y:C0 P:A5 SP:FB
D66C  8D 78 06  STA $0678                       A:7F X:33 Y:C0 P:25 SP:FB
D66F  20 51 F8  JSR $F851                       A:7F X:33 Y:C0 P:25 SP:FB
F851  38        SEC                             A:7F X:33 Y:C0 P:25 SP:F9
F852  B8        CLV                             A:7F X:33 Y:C0 P:25 SP:F9
F853  A9 7F     LDA #$7F                        A:7F X:33 Y:C0 P:25 SP:F9
F855  60        RTS                             A:7F X:33 Y:C0 P:25 SP:F9
D672  6D 78 06  ADC $0678                       A:7F X:33 Y:C0 P:25 SP:FB
D675  20 56 F8  JSR $F856                       A:FF X:33 Y:C0 P:24 SP:FB
F856  10 09     BPL $F861                       A:FF X:33 Y:C0 P:24 SP:F9
F861  84 00     STY $00                         A:FF X:33 Y:C0 P:24 SP:F9
F863  60        RTS                             A:FF X:33 Y:C0 P:24 SP:F9
D678  C8        INY                             A:FF X:33 Y:C0 P:24 SP:FB
D679  A9 80     LDA #$80                        A:FF X:33 Y:C1 P:A4 SP:FB
D67B  8D 78 06  STA $0678                       A:80 X:33 Y:C1 P:A4 SP:FB
D67E  20 64 F8  JSR $F864                       A:80 X:33 Y:C1 P:A4 SP:FB
F864  18        CLC                             A:80 X:33 Y:C1 P:A4 SP:F9
F865  24 01     BIT $01                         A:80 X:33 Y:C1 P:A4 SP:F9
F867  A9 7F     LDA #$7F                        A:80 X:33 Y:C1 P:A4 SP:F9
F869  60        RTS                             A:7F X:33 Y:C1 P:24 SP:F9
D681  6D 78 06  ADC $0678                       A:7F X:33 Y:C1 P:24 SP:FB
D684  20 6A F8  JSR $F86A                       A:FF X:33 Y:C1 P:24 SP:FB
F86A  10 09     BPL $F875                       A:FF X:33 Y:C1 P:24 SP:F9
F875  84 00     STY $00                         A:FF X:33 Y:C1 P:24 SP:F9
F877  60        RTS                             A:FF X:33 Y:C1 P:24 SP:F9
D687  C8        INY                             A:FF X:33 Y:C1 P:24 SP:FB
D688  20 78 F8  JSR $F878                       A:FF X:33 Y:C2 P:A4 SP:FB
F878  38        SEC                             A:FF X:33 Y:C2 P:A4 SP:F9
F879  B8        CLV                             A:FF X:33 Y:C2 P:A5 SP:F9
F87A  A9 7F     LDA #$7F                        A:FF X:33 Y:C2 P:A5 SP:F9
F87C  60        RTS                             A:7F X:33 Y:C2 P:25 SP:F9
D68B  6D 78 06  ADC $0678                       A:7F X:33 Y:C2 P:25 SP:FB
D68E  20 7D F8  JSR $F87D                       A:00 X:33 Y:C2 P:25 SP:FB
F87D  D0 07     BNE $F886                       A:00 X:33 Y:C2 P:25 SP:F9
F886  84 00     STY $00                         A:00 X:33 Y:C2 P:25 SP:F9
F888  60        RTS                             A:00 X:33 Y:C2 P:25 SP:F9
D691  C8        INY                             A:00 X:33 Y:C2 P:25 SP:FB
D692  A9 40     LDA #$40                        A:00 X:33 Y:C3 P:A5 SP:FB
D694  8D 78 06  STA $0678                       A:40 X:33 Y:C3 P:25 SP:FB
D697  20 89 F8  JSR $F889                       A:40 X:33 Y:C3 P:25 SP:FB
F889  24 01     BIT $01                         A:40 X:33 Y:C3 P:25 SP:F9
F88B  A9 40     LDA #$40                        A:40 X:33 Y:C3 P:A5 SP:F9
F88D  60        RTS                             A:40 X:33 Y:C3 P:25 SP:F9
D69A  CD 78 06  CMP $0678                       A:40 X:33 Y:C3 P:25 SP:FB
D69D  20 8E F8  JSR $F88E                       A:40 X:33 Y:C3 P:27 SP:FB
F88E  30 07     BMI $F897                       A:40 X:33 Y:C3 P:27 SP:F9
F890  90 05     BCC $F897                       A:40 X:33 Y:C3 P:27 SP:F9
F892  D0 03     BNE $F897                       A:40 X:33 Y:C3 P:27 SP:F9
F894  50 01     BVC $F897                       A:40 X:33 Y:C3 P:27 SP:F9
F897  84 00     STY $00                         A:40 X:33 Y:C3 P:27 SP:F9
F899  60        RTS                             A:40 X:33 Y:C3 P:27 SP:F9
D6A0  C8        INY                             A:40 X:33 Y:C3 P:27 SP:FB
D6A1  48        PHA                             A:40 X:33 Y:C4 P:A5 SP:FB
D6A2  A9 3F     LDA #$3F                        A:40 X:33 Y:C4 P:A5 SP:FA
D6A4  8D 78 06  STA $0678                       A:3F X:33 Y:C4 P:25 SP:FA
D6A7  68        PLA                             A:3F X:33 Y:C4 P:25 SP:FA
D6A8  20 9A F8  JSR $F89A                       A:40 X:33 Y:C4 P:25 SP:FB
F89A  B8        CLV                             A:40 X:33 Y:C4 P:25 SP:F9
F89B  60        RTS                             A:40 X:33 Y:C4 P:25 SP:F9
D6AB  CD 78 06  CMP $0678                       A:40 X:33 Y:C4 P:25 SP:FB
D6AE  20 9C F8  JSR $F89C                       A:40 X:33 Y:C4 P:25 SP:FB
F89C  F0 07     BEQ $F8A5                       A:40 X:33 Y:C4 P:25 SP:F9
F89E  30 05     BMI $F8A5                       A:40 X:33 Y:C4 P:25 SP:F9
F8A0  90 03     BCC $F8A5                       A:40 X:33 Y:C4 P:25 SP:F9
F8A2  70 01     BVS $F8A5                       A:40 X:33 Y:C4 P:25 SP:F9
F8A4  60        RTS                             A:40 X:33 Y:C4 P:25 SP:F9
D6B1  C8        INY                             A:40 X:33 Y:C4 P:25 SP:FB
D6B2  48        PHA                             A:40 X:33 Y:C5 P:A5 SP:FB
D6B3  A9 41     LDA #$41                        A:40 X:33 Y:C5 P:A5 SP:FA
D6B5  8D 78 06  STA $0678                       A:41 X:33 Y:C5 P:25 SP:FA
D6B8  68        PLA                             A:41 X:33 Y:C5 P:25 SP:FA
D6B9  CD 78 06  CMP $0678                       A:40 X:33 Y:C5 P:25 SP:FB
D6BC  20 A8 F8  JSR $F8A8                       A:40 X:33 Y:C5 P:A4 SP:FB
F8A8  F0 05     BEQ $F8AF                       A:40 X:33 Y:C5 P:A4 SP:F9
F8AA  10 03     BPL $F8AF                       A:40 X:33 Y:C5 P:A4 SP:F9
F8AC  10 01     BPL $F8AF                       A:40 X:33 Y:C5 P:A4 SP:F9
F8AE  60        RTS                             A:40 X:33 Y:C5 P:A4 SP:F9
D6BF  C8        INY                             A:40 X:33 Y:C5 P:A4 SP:FB
D6C0  48        PHA                             A:40 X:33 Y:C6 P:A4 SP:FB
D6C1  A9 00     LDA #$00                        A:40 X:33 Y:C6 P:A4 SP:FA
D6C3  8D 78 06  STA $0678                       A:00 X:33 Y:C6 P:26 SP:FA
D6C6  68        PLA                             A:00 X:33 Y:C6 P:26 SP:FA
D6C7  20 B2 F8  JSR $F8B2                       A:40 X:33 Y:C6 P:24 SP:FB
F8B2  A9 80     LDA #$80                        A:40 X:33 Y:C6 P:24 SP:F9
F8B4  60        RTS                             A:80 X:33 Y:C6 P:A4 SP:F9
D6CA  CD 78 06  CMP $0678                       A:80 X:33 Y:C6 P:A4 SP:FB
D6CD  20 B5 F8  JSR $F8B5                       A:80 X:33 Y:C6 P:A5 SP:FB
F8B5  F0 05     BEQ $F8BC                       A:80 X:33 Y:C6 P:A5 SP:F9
F8B7  10 03     BPL $F8BC                       A:80 X:33 Y:C6 P:A5 SP:F9
F8B9  90 01     BCC $F8BC                       A:80 X:33 Y:C6 P:A5 SP:F9
F8BB  60        RTS                             A:80 X:33 Y:C6 P:A5 SP:F9
D6D0  C8        INY                             A:80 X:33 Y:C6 P:A5 SP:FB
D6D1  48        PHA                             A:80 X:33 Y:C7 P:A5 SP:FB
D6D2  A9 80     LDA #$80                        A:80 X:33 Y:C7 P:A5 SP:FA
D6D4  8D 78 06  STA $0678                       A:80 X:33 Y:C7 P:A5 SP:FA
D6D7  68        PLA                             A:80 X:33 Y:C7 P:A5 SP:FA
D6D8  CD 78 06  CMP $0678                       A:80 X:33 Y:C7 P:A5 SP:FB
D6DB  20 BF F8  JSR $F8BF                       A:80 X:33 Y:C7 P:27 SP:FB
F8BF  D0 05     BNE $F8C6                       A:80 X:33 Y:C7 P:27 SP:F9
F8C1  30 03     BMI $F8C6                       A:80 X:33 Y:C7 P:27 SP:F9
F8C3  90 01     BCC $F8C6                       A:80 X:33 Y:C7 P:27 SP:F9
F8C5  60        RTS                             A:80 X:33 Y:C7 P:27 SP:F9
D6DE  C8        INY                             A:80 X:33 Y:C7 P:27 SP:FB
D6DF  48        PHA                             A:80 X:33 Y:C8 P:A5 SP:FB
D6E0  A9 81     LDA #$81                        A:80 X:33 Y:C8 P:A5 SP:FA
D6E2  8D 78 06  STA $0678                       A:81 X:33 Y:C8 P:A5 SP:FA
D6E5  68        PLA                             A:81 X:33 Y:C8 P:A5 SP:FA
D6E6  CD 78 06  CMP $0678                       A:80 X:33 Y:C8 P:A5 SP:FB
D6E9  20 C9 F8  JSR $F8C9                       A:80 X:33 Y:C8 P:A4 SP:FB
F8C9  B0 05     BCS $F8D0                       A:80 X:33 Y:C8 P:A4 SP:F9
F8CB  F0 03     BEQ $F8D0                       A:80 X:33 Y:C8 P:A4 SP:F9
F8CD  10 01     BPL $F8D0                       A:80 X:33 Y:C8 P:A4 SP:F9
F8CF  60        RTS                             A:80 X:33 Y:C8 P:A4 SP:F9
D6EC  C8        INY                             A:80 X:33 Y:C8 P:A4 SP:FB
D6ED  48        PHA                             A:80 X:33 Y:C9 P:A4 SP:FB
D6EE  A9 7F     LDA #$7F                        A:80 X:33 Y:C9 P:A4 SP:FA
D6F0  8D 78 06  STA $0678                       A:7F X:33 Y:C9 P:24 SP:FA
D6F3  68        PLA                             A:7F X:33 Y:C9 P:24 SP:FA
D6F4  CD 78 06  CMP $0678                       A:80 X:33 Y:C9 P:A4 SP:FB
D6F7  20 D3 F8  JSR $F8D3                       A:80 X:33 Y:C9 P:25 SP:FB
F8D3  90 05     BCC $F8DA                       A:80 X:33 Y:C9 P:25 SP:F9
F8D5  F0 03     BEQ $F8DA                       A:80 X:33 Y:C9 P:25 SP:F9
F8D7  30 01     BMI $F8DA                       A:80 X:33 Y:C9 P:25 SP:F9
F8D9  60        RTS                             A:80 X:33 Y:C9 P:25 SP:F9
D6FA  C8        INY                             A:80 X:33 Y:C9 P:25 SP:FB
D6FB  A9 40     LDA #$40                        A:80 X:33 Y:CA P:A5 SP:FB
D6FD  8D 78 06  STA $0678                       A:40 X:33 Y:CA P:25 SP:FB
D700  20 31 F9  JSR $F931                       A:40 X:33 Y:CA P:25 SP:FB
F931  24 01     BIT $01                         A:40 X:33 Y:CA P:25 SP:F9
F933  A9 40     LDA #$40                        A:40 X:33 Y:CA P:A5 SP:F9
F935  38        SEC                             A:40 X:33 Y:CA P:25 SP:F9
F936  60        RTS                             A:40 X:33 Y:CA P:25 SP:F9
D703  ED 78 06  SBC $0678                       A:40 X:33 Y:CA P:25 SP:FB
D706  20 37 F9  JSR $F937                       A:00 X:33 Y:CA P:26 SP:FB
F937  30 0B     BMI $F944                       A:00 X:33 Y:CA P:26 SP:F9
F939  90 09     BCC $F944                       A:00 X:33 Y:CA P:26 SP:F9
F944  84 00     STY $00                         A:00 X:33 Y:CA P:26 SP:F9
F946  60        RTS                             A:00 X:33 Y:CA P:26 SP:F9
